available_recall,eval_date,matched_cases_recalled,paper_id,pool_available_cases,raw_recall,selected_candidates,threshold
0.0,2023-06-30,0,4,0,0.0,13,0.0002825646562998396
0.0,2023-06-30,0,4,0,0.0,14,0.0002820652292181088
0.0,2023-06-30,0,4,0,0.0,15,0.00023714844182318339
0.0,2023-06-30,0,4,0,0.0,16,2.5267570333766373e-05
0.0,2023-06-30,0,4,0,0.0,17,3.7403481921429105e-06
0.0,2023-06-30,0,4,0,0.0,19,3.471735881654491e-06
0.0,2023-06-30,0,4,0,0.0,20,1.6822275696401277e-06
0.0,2023-06-30,0,4,0,0.0,125,0.0
0.0,2025-03-18,0,5,0,0.0,1,0.008289305842855914
0.0,2025-03-18,0,5,0,0.0,2,0.0034439382188843812
0.0,2025-03-18,0,5,0,0.0,3,0.0032799411608422676
0.0,2025-03-18,0,5,0,0.0,4,0.0010362135171992294
0.0,2025-03-18,0,5,0,0.0,6,0.0010129230055542298
0.0,2025-03-18,0,5,0,0.0,7,0.00013952125547337982
0.0,2025-03-18,0,5,0,0.0,152,0.0
0.0,2026-03-23,0,6,0,0.0,1,0.014518043788526886
0.0,2026-03-23,0,6,0,0.0,2,0.0072774202379768
0.0,2026-03-23,0,6,0,0.0,3,2.2397724999263596e-11
0.0,2026-03-23,0,6,0,0.0,4,1.8464577378298444e-11
0.0,2026-03-23,0,6,0,0.0,5,1.7070830251719468e-11
0.0,2026-03-23,0,6,0,0.0,6,9.06254317550111e-12
0.0,2026-03-23,0,6,0,0.0,8,7.876326315592846e-13
0.0,2026-03-23,0,6,0,0.0,186,0.0
0.0,2023-06-15,0,7,0,0.0,128,0.0
0.0,2024-05-24,0,8,0,0.0,1,0.005302391275767623
0.0,2024-05-24,0,8,0,0.0,2,0.00010051110414569969
0.0,2024-05-24,0,8,0,0.0,4,0.00010006004681365002
0.0,2024-05-24,0,8,0,0.0,67,0.0
0.0,2023-06-16,0,9,0,0.0,1,5.8400917882274754e-33
0.0,2023-06-16,0,9,0,0.0,2,5.619505713238231e-33
0.0,2023-06-16,0,9,0,0.0,58,0.0
0.0,2023-12-14,0,10,3,0.0,1,0.003804343937501932
0.0,2023-12-14,0,10,3,0.0,2,0.003774045018006411
0.0,2023-12-14,0,10,3,0.0,3,0.003349168251828331
0.0,2023-12-14,0,10,3,0.0,4,0.0012105427416246978
0.0,2023-12-14,0,10,3,0.0,6,6.474804068690432e-05
0.0,2023-12-14,0,10,3,0.0,7,3.0298919495521166e-05
1.0,2023-12-14,3,10,3,0.2727272727272727,52,0.0
0.0,2023-11-06,0,11,1,0.0,2,0.010204274089621268
0.0,2023-11-06,0,11,1,0.0,4,0.0036090906253818376
1.0,2023-11-06,1,11,1,0.5,5,0.001632683854339403
1.0,2023-11-06,1,11,1,0.5,6,0.00045334522692835823
1.0,2023-11-06,1,11,1,0.5,7,0.00043781646007947007
1.0,2023-11-06,1,11,1,0.5,8,2.2077829060553992e-30
1.0,2023-11-06,1,11,1,0.5,9,1.5195591479441271e-30
1.0,2023-11-06,1,11,1,0.5,10,6.882237581112721e-31
1.0,2023-11-06,1,11,1,0.5,159,0.0
0.0,2025-09-23,0,12,0,0.0,1,0.0038576314655668904
0.0,2025-09-23,0,12,0,0.0,2,0.0025609491033621572
